18.275	4
34.675	0
51.900	52
64.950	52
71.900	20
84.700	52
98.800	52
111.200	52
127.275	52
136.850	52
137.625	44
147.675	52
163.400	52
169.200	44
178.950	52
194.400	52
209.925	44
213.150	52
224.775	52
235.125	52
252.400	52
254.825	12
254.825	32
265.700	44
265.800	52
266.950	4
274.750	52
281.100	20
289.000	52
300.600	44
300.600	52
313.525	52
319.775	32
319.825	12
328.750	52
331.500	44
345.525	52
356.325	52
367.200	44
369.875	52
382.050	52
391.450	32
391.550	12
393.250	44
395.950	52
406.825	52
417.075	52
418.800	44
432.900	52
443.350	52
447.500	44
455.450	52
464.200	44
469.650	12
469.700	32
471.625	52
479.575	44
481.850	52
495.925	52
504.225	44
507.825	52
514.425	44
516.900	4
520.250	52
522.050	0
533.450	52
537.300	44
549.625	52
553.575	32
553.650	12
557.650	44
561.325	52
572.825	52
579.425	44
585.550	52
595.425	4
602.175	44
603.525	52
613.425	52
624.275	44
624.350	52
636.725	52
637.250	0
642.000	12
643.850	32
649.700	52
650.525	20
661.000	44
661.175	52
676.175	52
681.325	44
683.325	24
685.525	52
697.975	52
705.200	44
710.025	52
717.275	52
720.975	4
732.975	44
733.450	12
744.900	32
755.325	44
769.300	44
781.525	8
787.150	44
806.025	44
826.600	44
826.625	12
854.550	44
854.800	20
855.150	4
862.200	32
878.450	44
902.075	44
920.900	12
934.350	44
936.450	8
945.725	24
964.675	0
967.850	44
996.100	32
1007.775	44
1015.650	12
1053.900	44
1080.575	44
1106.675	44
1110.725	12
1145.650	32
1151.925	44
1184.525	44
1205.700	12
1206.475	44
1235.475	44
1259.075	44
1290.675	44
1299.550	32
1300.925	12
1304.675	0
1316.850	44
1367.825	44
1396.175	12
1399.850	44
1427.250	44
1437.925	32
1448.850	44
1482.275	44
1491.475	12
1502.950	44
1533.550	44
1561.925	44
1566.825	32
1586.475	12
1598.000	44
1634.375	44
1643.000	44
1670.500	44
1681.750	12
1687.800	32
1689.300	44
1715.475	44
1733.250	44
1750.825	44
1774.800	44
1777.175	12
1788.350	44
1802.000	32
1805.775	44
1824.525	44
1835.250	44
1854.875	44
1866.375	44
1872.300	12
1881.000	44
1889.325	44
1900.450	44
1909.150	44
1911.750	32
1918.475	44
1929.425	44
1941.375	44
1954.375	44
1967.475	12
1970.775	44
1989.025	44
2008.600	44
2018.025	32
2024.425	44
2049.550	44
2062.850	12
2080.700	44
2113.975	44
2121.800	32
2145.525	44
2157.950	12
2163.925	44
2189.600	44
2221.750	44
2223.150	32
2253.325	12
2265.200	44
2303.575	44
2322.925	32
2340.275	44
2348.675	12
2382.900	44
2414.150	44
2421.725	32
2443.950	12
2511.925	44
2519.550	32
2539.050	12
2547.900	44
2594.725	44
2616.925	32
2623.500	44
2634.350	12
2647.325	44
2673.775	44
2687.975	44
2711.450	44
2713.700	32
2729.725	12
2743.400	44
2765.800	44
2796.875	44
2810.200	32
2819.975	44
2825.000	12
2849.375	44
2873.700	44
2897.350	44
2906.125	32
2920.225	12
2937.350	44
2965.075	44
2984.550	44
3000.575	44
3002.100	32
3015.575	12
3020.025	44
3045.425	44
3056.725	44
3082.275	44
3097.850	32
3106.350	44
3110.925	12
3117.250	44
3124.525	0
3129.575	44
3150.450	44
3159.425	44
3182.025	44
3193.500	32
3202.975	44
3205.975	12
3235.925	44
3259.700	44
3278.225	44
3289.150	32
3301.300	12
3302.000	44
3327.500	44
3354.850	44
3384.550	32
3385.375	44
3396.700	12
3413.475	44
3441.750	44
3464.375	44
3480.075	32
3486.875	44
3491.825	12
3519.825	44
3547.100	44
3574.950	44
3575.525	32
3586.975	12
3605.600	44
3636.850	44
3665.550	44
3670.675	32
3682.350	12
3692.750	44
3711.675	44
3742.700	44
3765.875	32
3775.250	44
3777.475	12
3813.175	44
3840.850	44
3861.300	32
3869.625	44
3872.700	12
3896.925	44
3927.750	44
3956.125	44
3956.525	32
3967.850	12
3974.950	44
3990.275	4
4004.725	44
4035.900	44
4051.825	32
4060.750	44
4063.200	12
4081.675	44
4104.400	44
4131.950	44
4147.250	32
4156.125	44
4158.475	12
4178.000	44
4206.000	44
4231.525	44
4242.400	32
4253.500	12
4262.475	44
4274.075	44
4294.175	44
4303.050	44
4319.550	44
4337.800	32
4342.700	44
4348.625	12
4352.675	44
4369.350	44
4384.125	44
4392.500	44
4412.475	44
4416.775	20
4429.500	44
4432.825	32
4443.750	12
4449.800	44
4477.550	44
4501.575	44
4525.075	44
4528.250	32
4538.975	12
4542.750	44
4566.400	44
4599.150	44
4621.850	44
4623.475	32
4634.425	12
4653.425	44
4685.750	44
4704.625	44
4718.625	32
4729.775	12
4729.800	44
4754.525	44
4763.450	44
4781.450	20
4787.775	44
4802.550	44
4813.750	32
4824.900	12
4831.275	44
4851.325	44
4879.450	44
4898.975	44
4908.850	32
4920.050	12
4927.725	44
4955.250	0
4959.375	44
4986.975	44
5004.100	32
5013.900	44
5015.400	12
5043.150	44
5062.450	44
5089.825	44
5099.200	32
5102.475	44
5110.725	12
5129.225	44
5155.900	44
5190.650	44
5194.500	32
5205.900	12
5212.450	44
5224.750	44
5243.075	44
5259.075	44
5280.950	44
5289.900	32
5291.100	44
5301.025	12
5303.725	44
5326.450	44
5340.075	44
5361.200	44
5369.750	32
5375.925	44
5396.225	12
5402.875	44
5422.450	44
5442.275	44
5457.525	32
5472.625	44
5491.400	12
5492.475	44
5518.925	44
5550.175	32
5551.350	44
5572.125	44
5586.825	12
5598.925	44
5625.950	32
5628.375	44
5671.275	44
5682.050	12
5697.925	44
5707.925	32
5731.050	44
5753.025	44
5772.800	44
5777.450	12
5779.150	32
5792.325	44
5812.450	4
5821.250	44
5840.875	44
5854.150	32
5857.200	44
5872.725	12
5878.750	44
