10.550	14
12.375	56
18.225	41
23.900	56
30.025	41
66.400	23
69.775	24
77.325	10
84.525	54
94.100	21
102.175	24
113.375	51
114.775	24
140.350	24
153.450	56
161.425	56
166.225	24
184.825	10
184.950	24
200.250	24
214.250	51
217.425	24
231.450	41
236.925	3
239.550	41
241.075	24
246.325	29
254.825	0
254.825	1
254.825	5
254.825	8
254.825	11
254.825	13
254.825	15
254.825	16
254.825	27
254.825	28
254.825	31
254.825	32
254.825	36
254.825	38
254.825	40
254.825	44
254.825	45
254.825	48
254.825	49
254.825	50
254.825	55
254.825	57
255.300	61
255.900	37
256.450	42
257.875	7
258.100	52
259.575	24
267.400	60
280.775	24
298.975	54
299.850	3
302.700	6
309.400	51
311.000	24
312.025	29
319.775	8
319.775	13
319.775	16
319.775	27
319.775	28
319.775	31
319.775	32
319.775	36
319.775	38
319.775	40
319.775	44
319.775	45
319.775	49
319.775	55
319.775	57
319.825	0
319.825	1
319.825	5
319.825	11
319.825	15
319.825	48
319.825	50
320.675	61
321.150	37
322.050	42
324.125	7
324.225	52
335.425	60
344.525	24
350.300	14
364.700	24
369.925	3
382.225	15
382.275	28
386.200	29
388.600	24
391.450	8
391.450	13
391.450	16
391.450	27
391.450	31
391.450	32
391.450	36
391.450	38
391.450	40
391.450	44
391.450	45
391.450	49
391.450	55
391.450	57
391.550	0
391.550	1
391.550	5
391.550	11
391.550	48
391.550	50
393.275	61
393.400	37
395.000	42
398.125	7
398.200	52
410.475	24
412.450	60
429.200	24
433.750	56
441.700	56
446.900	3
452.075	33
455.575	15
455.675	28
457.850	18
460.225	24
463.775	18
463.950	1
468.900	29
469.650	0
469.650	5
469.650	11
469.650	48
469.650	50
469.700	8
469.700	13
469.700	16
469.700	27
469.700	31
469.700	32
469.700	36
469.700	38
469.700	40
469.700	44
469.700	45
469.700	49
469.700	55
469.700	57
472.200	37
473.050	61
473.575	7
475.375	42
480.950	52
490.200	24
499.150	60
508.400	6
509.425	24
512.550	10
513.350	43
514.950	41
516.600	20
517.050	51
519.600	4
519.775	30
520.375	23
521.550	54
522.550	20
522.925	41
523.550	35
523.750	34
524.375	43
524.650	62
525.525	25
525.675	2
526.100	21
528.025	19
529.875	23
530.500	3
531.475	4
534.850	14
536.425	15
536.550	34
536.625	28
539.300	24
541.075	1
553.550	8
553.550	13
553.550	16
553.550	32
553.550	36
553.550	38
553.550	40
553.550	44
553.550	45
553.550	49
553.550	55
553.550	57
553.575	27
553.650	0
553.650	5
553.650	11
553.650	48
553.650	50
554.125	59
554.525	31
555.850	7
556.800	24
556.900	52
557.025	37
559.500	29
559.600	61
563.475	42
575.200	25
575.950	30
577.100	41
577.475	43
578.625	46
580.025	21
581.550	54
583.000	26
583.875	41
584.325	24
585.575	30
586.050	18
586.500	43
589.025	20
591.925	54
592.125	18
593.050	26
594.950	20
597.575	60
599.500	24
601.000	53
601.675	2
602.375	23
603.800	56
611.075	23
612.000	56
614.900	51
615.925	59
616.475	24
617.950	35
619.425	19
620.100	9
620.325	62
622.000	34
623.400	3
623.525	15
624.450	28
625.775	1
626.950	30
629.400	37
632.675	25
632.950	34
634.075	43
635.900	46
636.375	24
636.550	30
641.850	16
641.850	57
641.875	45
641.900	40
642.000	0
642.000	5
642.000	11
642.000	48
642.000	50
642.375	43
642.525	54
642.700	32
642.825	36
643.050	10
643.175	44
643.450	55
643.550	13
643.550	38
644.175	49
645.125	8
646.475	27
650.075	7
650.450	31
650.525	52
651.550	61
653.900	24
661.850	12
663.025	21
663.350	29
664.550	42
664.650	2
665.250	59
667.725	4
670.750	24
673.150	41
673.450	23
673.875	25
674.375	19
674.525	53
676.775	62
677.100	20
678.775	4
680.075	54
680.575	41
682.000	23
682.600	43
682.825	24
684.525	17
684.975	26
685.825	18
686.300	62
688.325	54
689.475	46
689.675	17
691.300	43
691.975	30
692.175	58
692.950	35
693.700	24
694.425	26
702.725	30
704.125	6
704.500	59
704.675	24
707.050	9
713.300	60
714.675	15
715.925	1
719.925	24
722.425	28
724.000	25
724.700	37
725.850	20
728.575	3
729.025	10
733.175	53
733.225	16
733.250	57
733.450	0
733.450	5
733.450	11
733.450	48
733.450	50
734.025	54
734.100	21
734.250	40
734.350	45
734.975	35
737.875	24
738.075	36
738.100	32
739.725	44
741.500	55
741.575	13
741.575	38
747.925	49
749.925	61
751.675	59
752.875	8
756.075	46
760.625	34
761.275	24
761.600	12
762.625	23
763.000	9
763.625	2
763.650	52
764.200	41
768.000	7
770.125	19
771.575	4
771.600	31
771.600	51
771.950	23
772.475	41
772.675	34
772.850	9
773.275	30
774.200	17
774.225	35
778.350	62
778.750	24
779.250	17
783.375	53
783.650	20
783.950	43
784.050	25
784.325	27
788.375	15
788.750	62
790.075	59
794.800	10
799.350	24
802.175	54
803.425	46
804.425	12
809.050	1
811.500	18
812.025	54
812.050	46
814.500	58
815.375	3
818.125	35
820.050	53
820.175	20
820.825	39
821.800	21
821.925	42
826.350	16
826.625	0
826.625	5
826.625	11
826.625	48
826.625	50
828.375	24
829.350	57
830.175	40
831.650	45
835.600	59
839.825	36
840.550	37
841.175	32
842.400	28
843.050	44
848.125	13
848.125	38
852.925	55
853.275	41
856.325	24
856.475	46
858.650	12
860.775	61
860.925	41
862.350	25
862.650	17
863.675	6
864.125	4
867.575	17
871.650	20
872.650	2
873.325	19
874.050	53
875.575	35
877.975	15
877.975	49
879.950	51
883.300	30
888.350	59
888.800	24
891.050	54
893.225	43
895.875	58
901.875	10
903.400	1
911.125	21
912.500	60
914.700	41
915.250	18
920.100	12
920.425	7
920.900	0
920.900	5
920.900	11
920.900	48
920.900	50
920.925	16
922.125	41
923.200	52
926.850	57
929.950	40
930.525	3
931.225	8
935.075	20
935.625	45
938.050	24
945.975	36
948.050	6
949.375	35
950.175	54
951.475	32
952.675	44
953.575	24
956.950	2
963.000	10
963.400	13
963.400	38
964.150	43
966.325	17
971.300	24
971.325	17
972.075	15
972.125	21
974.800	58
976.200	51
977.250	19
977.575	25
979.550	1
980.600	55
981.575	37
986.675	28
998.500	61
1003.275	4
1003.425	20
1004.950	57
1006.225	35
1008.950	24
1015.650	0
1015.650	5
1015.650	11
1015.650	48
1015.650	50
1017.850	16
1018.600	31
1026.000	24
1033.250	40
1033.950	44
1041.350	24
1046.250	45
1050.400	49
1053.725	36
1063.650	24
1065.400	32
1067.600	15
1068.375	3
1070.175	1
1085.775	24
1086.175	13
1086.175	38
1098.850	39
1100.725	52
1106.075	24
1107.550	57
1110.725	0
1110.725	5
1110.725	11
1110.725	48
1110.725	50
1115.275	16
1119.450	37
1121.425	24
1126.125	28
1129.725	55
1137.825	40
1138.100	44
1138.650	24
1147.150	24
1158.225	45
1161.675	36
1163.325	15
1164.525	1
1173.475	24
1181.100	32
1182.250	7
1185.275	24
1194.975	13
1200.000	24
1203.825	61
1205.625	3
1205.700	0
1205.700	5
1205.700	11
1205.700	48
1205.700	50
1211.675	38
1213.950	16
1217.950	24
1227.975	49
1233.475	24
1238.725	57
1241.425	40
1246.500	44
1246.550	37
1258.000	24
1258.775	28
1258.875	15
1260.450	1
1262.700	52
1268.175	36
1268.175	45
1276.700	55
1276.775	24
1292.550	24
1294.575	32
1300.925	0
1300.925	5
1300.925	11
1300.925	48
1300.925	50
1303.500	13
1311.150	24
1314.025	16
1328.750	24
1331.925	3
1332.750	38
1336.000	1
1343.700	40
1351.975	24
1353.525	44
1354.325	15
1354.425	61
1363.925	24
1367.050	37
1373.000	36
1374.950	57
1375.025	45
1375.400	24
1375.700	49
1387.325	28
1393.400	24
1396.175	0
1396.175	5
1396.175	11
1396.175	48
1396.175	50
1404.825	32
1405.625	24
1411.275	55
1414.050	16
1419.950	24
1420.825	13
1427.075	1
1434.500	51
1436.850	24
1444.675	40
1448.950	38
1449.875	15
1450.750	3
1451.050	24
1457.650	44
1470.300	24
1472.275	52
1476.025	36
1479.675	45
1481.925	37
1488.475	24
1491.475	5
1491.475	11
1491.475	48
1491.475	50
1491.525	0
1499.525	57
1500.375	61
1509.150	24
1509.300	28
1511.950	32
1513.750	16
1514.325	49
1520.550	24
1521.925	1
1535.100	13
1537.000	24
1537.375	55
1544.400	40
1545.350	15
1547.450	24
1559.925	44
1560.775	38
1564.525	3
1565.300	24
1567.350	37
1576.575	24
1577.625	36
1582.675	45
1586.475	5
1586.475	11
1586.475	48
1586.475	50
1586.750	0
1591.300	24
1602.275	52
1609.250	24
1612.725	16
1616.725	32
1616.875	57
1618.150	1
1624.325	24
1625.175	28
1635.225	61
1639.525	24
1640.450	15
1641.175	49
1643.025	40
1644.775	13
1654.400	24
1656.850	55
1660.500	44
1665.725	24
1669.025	38
1669.675	37
1671.225	45
1674.225	3
1677.725	36
1680.375	24
1681.750	5
1681.750	11
1681.750	48
1681.750	50
1682.125	0
1695.300	24
1707.575	24
1711.000	16
1714.250	1
1719.475	32
1720.400	24
1729.100	57
1731.450	52
1733.700	24
1735.700	15
1736.350	28
1738.025	13
1740.925	40
1745.900	24
1750.100	45
1759.800	24
1759.800	44
1760.000	49
1761.325	61
1769.525	37
1770.025	55
1773.750	24
1774.050	38
1776.875	36
1777.175	5
1777.175	11
1777.175	48
1777.175	50
1777.450	0
1780.150	3
1791.525	24
1802.400	24
1808.575	16
1810.200	1
1819.475	24
1820.550	32
1831.025	15
1833.650	24
1833.800	13
1834.700	57
1838.125	40
1843.200	45
1843.675	28
1846.250	24
1851.650	52
1857.925	44
1860.750	37
1861.325	24
1870.650	5
1872.300	11
1872.300	48
1872.300	50
1872.675	0
1873.350	49
1874.775	36
1875.625	24
1877.200	38
1879.275	55
1880.000	61
1883.625	3
1888.325	24
1901.350	24
1905.475	16
1905.725	1
1911.250	24
1920.050	32
1924.100	24
1925.875	57
1926.375	15
1933.325	52
1934.275	13
1935.225	40
1938.325	24
1941.250	45
1946.475	37
1948.100	28
1951.225	24
1955.550	44
1955.750	5
1963.950	24
1967.475	11
1967.475	48
1967.475	50
1968.025	0
1972.450	36
1978.425	38
1978.450	24
1981.650	49
1984.975	55
1985.325	3
1992.675	61
1995.275	24
2001.325	1
2002.025	16
2011.900	24
2018.875	32
2021.450	15
2024.025	57
2027.425	28
2030.200	24
2031.800	40
2033.475	45
2035.350	13
2037.375	37
2039.775	52
2045.300	5
2047.825	24
2052.450	44
2061.550	24
2062.850	11
2062.850	48
2062.850	50
2063.375	0
2069.550	36
2076.550	24
2078.225	38
2085.475	3
2086.950	49
2088.150	55
2092.425	24
2096.450	1
2098.450	16
2100.650	61
2109.275	24
2113.550	56
2116.675	32
2116.750	15
2121.425	56
2123.400	45
2124.500	28
2124.850	57
2125.275	24
2128.075	40
2129.350	5
2133.675	13
2134.650	37
2139.700	24
2147.050	52
2148.875	44
2152.100	24
2154.450	10
2157.950	11
2157.950	48
2157.950	50
2158.600	0
2166.225	36
2170.950	24
2176.950	38
2183.350	3
2183.550	24
2189.525	55
2189.825	49
2191.750	1
2194.475	16
2199.925	24
2205.725	61
2211.950	15
2214.050	32
2215.700	24
2218.450	45
2219.875	5
2223.825	13
2224.200	40
2224.275	28
2225.325	57
2230.075	24
2233.725	37
2243.550	24
2245.075	44
2251.900	52
2253.325	11
2253.325	48
2253.325	50
2253.725	0
2259.250	24
2262.300	36
2270.325	3
2273.450	1
2274.300	24
2274.750	38
2287.175	24
2289.325	55
2290.350	16
2290.650	49
2295.525	60
2305.500	24
2307.325	15
2308.400	61
2310.850	32
2313.900	45
2314.275	5
2317.875	13
2320.050	40
2323.700	28
2324.900	57
2325.400	24
2327.825	7
2332.250	37
2337.500	52
2340.225	24
2341.050	44
2348.675	11
2348.675	48
2348.675	50
